t,x,y,z,pitch,yaw,roll,vx,vy,vz,throttle,steer,brake,reverse,gear
0.0,382.4393615722656,-13.82979679107666,0.29999998211860657,0.0,179.79132080078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
0.1,382.4393615722656,-13.82979679107666,0.2428586781024933,0.0,179.79132080078125,0.0,0.0,0.0,-0.9794285297393799,0.0,0.0,0.0,False,0
0.2,382.4393615722656,-13.82979679107666,0.09282735735177994,0.0,179.79132080078125,0.0,-3.6797180857917056e-09,-1.0103285603690892e-06,-1.6581377983093262,0.699999988079071,0.0,0.0,False,0
0.30000000000000004,382.4393615722656,-13.82979679107666,0.008942660875618458,0.0,179.79132080078125,0.0,-1.0874084965806219e-09,-1.406646248369725e-07,-0.4019882380962372,0.699999988079071,0.0,0.0,False,0
0.4,382.4393615722656,-13.82979679107666,-5.1364899263717234e-05,0.0,179.79132080078125,0.0,-6.981186739807299e-10,-1.5706976341789414e-07,0.05660576373338699,0.699999988079071,0.0,0.0,False,0
0.5,382.4393615722656,-13.82979679107666,0.012554416432976723,0.0,179.79132080078125,0.0,1.629298584937544e-09,2.1589633547591802e-07,0.14580054581165314,0.699999988079071,0.0,0.0,False,0
0.6000000000000001,382.4393615722656,-13.82979679107666,0.02552785724401474,0.0,179.79132080078125,0.0,-1.0184693977066672e-08,-1.4482259302894818e-07,0.11116348952054977,0.699999988079071,0.0,0.0,False,0
0.7000000000000001,382.4393615722656,-13.82979679107666,0.033586788922548294,0.0,179.79132080078125,0.0,3.381788848955125e-09,2.805175256526127e-07,0.059905897825956345,0.699999988079071,0.0,0.0,False,0
0.8,382.4393615722656,-13.82979679107666,0.03734784945845604,0.0,179.79132080078125,0.0,-8.095113912531815e-09,3.1907336506264983e-07,0.02439142018556595,0.699999988079071,0.0,0.0,False,0
0.9,382.4393615722656,-13.82979679107666,0.03861776366829872,0.0,179.79132080078125,0.0,4.949243792573554e-10,1.8560855963301037e-08,0.0063865697011351585,0.699999988079071,0.0,0.0,False,0
