t,x,y,z,pitch,yaw,roll,vx,vy,vz,throttle,steer,brake,reverse,gear
0.0,-228.05282592773438,53.12730026245117,0.29999998211860657,0.0,-3.1824042797088623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
0.1,-228.05282592773438,53.12730026245117,0.2428586781024933,0.0,-3.1824042797088623,0.0,0.0,0.0,-0.9794285297393799,0.0,0.0,0.0,False,0
0.2,-228.05282592773438,53.12730026245117,0.09282739460468292,0.0,-3.1824042797088623,0.0,5.6183523611252895e-08,1.0106174386237399e-06,-1.6581363677978516,0.699999988079071,8.642971806693822e-06,0.0,False,0
0.30000000000000004,-228.05282592773438,53.12730026245117,0.008942737244069576,0.0,-3.1824042797088623,0.0,1.04801411993094e-08,1.713172252948425e-07,-0.4019891917705536,0.6950303316116333,4.4113994590588845e-06,0.0,False,0
0.4,-228.05282592773438,53.12730026245117,-5.125045572640374e-05,0.0,-3.1824042797088623,0.0,1.0190390753450629e-08,1.6737661212573585e-07,0.0566057413816452,0.699999988079071,3.219663994968869e-06,0.0,False,0
0.5,-228.05282592773438,53.12730026245117,0.012554492801427841,0.0,-3.1824042797088623,0.0,-9.533877687317727e-09,-1.9692144803684641e-07,0.1458003968000412,0.699999988079071,3.220021653760341e-06,0.0,False,0
0.6000000000000001,-228.05282592773438,53.12730026245117,0.02552793361246586,0.0,-3.1824042797088623,0.0,1.1827378187945214e-08,2.8858968548206576e-08,0.1111629381775856,0.699999988079071,3.220379312551813e-06,0.0,False,0
0.7000000000000001,-228.05282592773438,53.12730026245117,0.03358682617545128,0.0,-3.1824042797088623,0.0,-2.7249387191119467e-09,-5.1974815562516596e-08,0.05990587919950485,0.699999988079071,3.2207369713432854e-06,0.0,False,0
0.8,-228.05282592773438,53.12730026245117,0.037347886711359024,0.0,-3.1824042797088623,0.0,-1.2214839806290456e-08,-7.03600733231724e-08,0.024391915649175644,0.699999988079071,3.2210946301347576e-06,0.0,False,0
0.9,-228.05282592773438,53.12730026245117,0.03861791640520096,0.0,-3.1824042797088623,0.0,4.124958152829095e-09,1.685619643865266e-08,0.0063857873901724815,0.699999988079071,3.22145228892623e-06,0.0,False,0
